strain	PD	read_uuid	sample	our_read_id	paper_chr_end	paper_n_yprime	paper_ids	paper_switch	our_chr_end	our_n_yprime	our_ids	our_status	our_path	our_entries	our_source	our_mechanism	our_blocks	our_switch
7302	28	a0f53269-d00d-4d94-b03b-a29aaaf81f04	7302_day3_with_selection	SRR33298450.273100	chr7L	8	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr7L	8.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R[1-3]:ID1_Gray,ID2_Red-Light,ID2_Red-Light > chr12R[2-6]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr8R1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr4R1,2,3,6|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr12R	donor_transfer	chr12R	False
7302	28	a24a76df-756e-4b96-a056-f700a8dc1d29	7302_day3_with_selection	SRR33298450.316011	chr6L	3	ID7,ID8,ID4	N	chr6L	3.0	ID4_Green-Dark,ID2_Red-Light,ID7_Yellow	Y' Gain	chr13L[2-3]:ID2_Red-Light,ID7_Yellow	chr6L1|chr13L4|chr13L3	chr13L	donor_transfer	chr13L	False
7302	28	a39f9a35-3f29-4b10-861d-6a890e8443c7	7302_day3_with_selection	SRR33298450.334876	chr15L	2	ID2,ID1	N	chr15L	2.0	ID1_Gray,ID2_Red-Light	Y' Gain	chr12L|chr12R|chr16R|chr5R|chr8L|chr8R:ID1_Gray > chr12R|chr13L|chr14L|chr4R:ID2_Red-Light	chr8R1|chr4R1,2,3,6	chr2L	subtelomere_switch	chr12R	False
7302	28	a3b1278b-eb6c-4602-af7e-646932a855ca	7302_day3_with_selection	SRR33298450.273106	chr5L	3	ID3,ID3,ID6	N	chr5L	3.0	ID6_Purple-Light,ID3_Orange,ID3_Orange	Y' Gain	chr14L[3-4]:ID3_Orange,ID3_Orange	chr5L1|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7302	33	a4e7e80a-08d5-4a3d-8fb9-14f76a80980d	7302_day4_with_selection	SRR33298449.448780	chr4L	2	ID2,ID2	N	chr4L	2.0	ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[1-2]:ID2_Red-Light,ID2_Red-Light	chr4R1,2,3,6|chr4R1,2,3,6	chr4R	donor_transfer	chr4R	False
7302	28	a63f6f68-40e9-4059-bebe-7128a2d002a5	7302_day3_with_selection	SRR33298450.334923	chr5R	4	ID2,ID2,ID2,ID1	N	chr5R	4.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr5R1|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7172	28	a6c4cb25-f3f4-42e6-9610-4130942b6994	7172_day3_with_selection	SRR33298430.308565	chr9R	3	ID2,ID2,ID1	N	chr9R	3.0	ID1_Gray,ID2_Red,ID2_Red	Y' Gain	chr12R[1-3]:ID1_Gray,ID2_Red,ID2_Red	chr13L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr11R	subtelomere_switch	chr12R	False
7302	33	a6fcec98-16b4-46f6-ab64-aa6c3c32991c	7302_day4_with_selection	SRR33298449.353063	chr14L	10	ID5,ID2,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3	N	chr14L	10.0	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	1st Y' Change	chr16L|chr7R:ID5_Blue-Dark > self[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange > self[3]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x5.0 moderate | alt chr14L[3-5] + chr14L[3-4])	chr16L1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	tandem_amplification_same_end	chr16L|chr7R > chr14L	True
7172	28	a804cd11-c223-4a16-9e53-5359c53e2316	7172_day3_with_selection	SRR33298430.303801	chr2R	3	ID3,ID2,ID5	N	chr2R	3.0	ID5_Blue-Dark,ID2_Red,ID3_Orange	Y' Gain	chr7R?[1]:ID5_Blue-Dark > chr14L[2-3]:ID2_Red,ID3_Orange	chr16L1|chr4R1,2,6;chr16L2|chr14L3	chr16L	donor_transfer	chr7R > chr14L	True
7302	28	a82595b6-cb39-4165-95c6-3de32199a161	7302_day3_with_selection	SRR33298450.204544	chr13L	6	ID7,ID8,ID7,ID8,ID7,ID8	N	chr13L	6.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	self[1-2]:ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4|chr13L3|chr13L4	chr13L	tandem_amplification_same_end	chr13L	False
7302	28	a858c0f2-1afe-46e5-9970-ecf009b857e2	7302_day3_with_selection	SRR33298450.216047	chr15R	3	ID2,ID2,ID2	N	chr15R	3.0	ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	1st Y' Change	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr4R	donor_transfer_candidates:2	chr12R|chr4R	False
7302	28	a9155927-4f73-474f-b2aa-c50a875b3892	7302_day3_with_selection	SRR33298450.266108	chr5R	3	ID1,ID2,ID2	N	chr5R	3.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr5R1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7172	33	a9f61015-803d-45de-bb6b-e374b3dd0247	7172_day4_with_selection_repeat	SRR33298428.520480	chr6L	5	ID2,ID2,ID2,ID2,ID1	N	chr6L	5.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red	1st Y' Change	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1_Gray > chr12R[5-8]:ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr5R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7|chr12R6,8	chr5R	subtelomere_switch	chr12R	False
7172	33	aa4a9016-b9ec-4d65-ba4e-1d20db8fe1d3	7172_day4_with_selection_repeat	SRR33298428.487984	chr6L	3	ID2,ID2,ID1	N	chr6L	3.0	ID1_Gray,ID2_Red,ID2_Red	1st Y' Change	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1_Gray > chr16L|chr4R:ID2_Red,ID2_Red	chr5R1|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr5R	subtelomere_switch	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R > chr16L|chr4R	True
7172	28	ab02bc86-9ae6-4dcc-862b-aa180b4b435d	7172_day3_with_selection	SRR33298430.102735	chr8R	5	ID2,ID2,ID2,ID2,ID1	N	chr8R	5.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[2-5]:ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr8R1|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer	chr12R	False
7302	33	ab69a95f-77f1-45dc-b31e-e03f8001f3bd	7302_day4_with_selection	SRR33298449.134915	chr2R	5	ID2,ID2,ID2,ID2,ID3	N	chr2R	5.0	ID3_Orange,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr14L[3]:ID3_Orange > chr12R[2-5]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr14L3,4,5|chr12R6|chr12R6|chr4R1,2,3,6|chr12R6	chr14L	donor_transfer	chr14L > chr12R	True
7172	33	ab7ac674-bcea-4edf-9eaf-bbfb66c2105f	7172_day4_with_selection	SRR33298429.122627	chr2L	4	ID2,ID2,ID2,ID4	N	chr2L	4.0	ID4_Green-Light,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr4R[5-7]:ID2_Red,ID2_Red,ID2_Red	chr2L1|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr4R	donor_transfer	chr4R	False
7172	33	abac8afc-1997-4d9c-8783-651942c323e2	7172_day4_with_selection_repeat	SRR33298428.488007	chr2L	7	ID6,ID2,ID2,ID2,ID2,ID2,ID4	Y	chr2L	7.0	ID4_Green-Light,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID6_Purple-Dark	Y' Gain	chr12R|chr4R:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x1.7) > chr10L|chr9L:ID6_Purple-Dark	chr2L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr10L1	chr12R	donor_transfer_candidates:2	chr12R|chr4R > chr10L|chr9L	True
7172	28	ad295ffb-6776-44e1-bb46-1e99beeac871	7172_day3_with_selection	SRR33298430.553272	chr16R	4	ID6,ID2,ID2,ID1	Y	chr16R	4.0	ID1_Gray,ID2_Red,ID2_Red,ID6_Purple-Dark	Y' Gain	chr12R|chr4R:ID2_Red,ID2_Red > chr10L|chr9L:ID6_Purple-Dark	chr16R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr10L1	chr12R	donor_transfer_candidates:3	chr12R|chr4R > chr10L|chr9L	True
7172	33	ae3c0ce4-bb19-4a6b-979f-a6ad368acdc7	7172_day4_with_selection_repeat	SRR33298428.474941	chr3L	2	ID6,ID6	N	chr3L	1.0	ID6_Purple-Neutral	Y' Gain	chr14R[1]:ID6_Purple-Neutral	chr14R1	chr14R	donor_transfer	chr14R	False
7302	28	aec627ad-4468-46c7-8c90-272c7e9d386e	7302_day3_with_selection	SRR33298450.553472	chr16R	5	ID3,ID2,ID3,ID3,ID1	N	chr16R	5.0	ID1_Gray,ID3_Orange,ID3_Orange,ID2_Red-Light,ID3_Orange	Y' Gain	chr14L[2-4]:ID3_Orange,ID3_Orange,ID2_Red-Light,ID3_Orange(circ x1.3 moderate | alt chr14L[3-4] + chr14L[2-3])	chr16R1|chr14L3,4,5|chr14L3,4,5|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7302	33	b0bacb7b-d147-47b1-bee9-15ddf70d436e	7302_day4_with_selection	SRR33298449.341832	chr12L	3	ID8,ID7,ID1	N	chr12L	3.0	ID1_Gray,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-2]:ID7_Yellow,ID2_Red-Light	chr12L1|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7172	33	b13d9735-c9f4-462a-aef3-c19ecc4ba688	7172_day4_with_selection_repeat	SRR33298428.27717	chr5L	8	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID6	N										
7302	33	b172c378-856f-4843-bdbe-a829af4b037e	7302_day4_with_selection	SRR33298449.334058	chr7R	3	ID5,ID2,ID2	N	chr7R	3.0	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[1-2]:ID2_Red-Light,ID2_Red-Light	chr16L1|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2	chr4R	donor_transfer	chr4R	False
7302	28	b18f17bd-0866-4826-b152-a669bee31af8	7302_day3_with_selection	SRR33298450.292399	chr12L	4	ID1,ID3,ID3,ID3	N	chr12L	4.0	ID1_Gray,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[3-4]:ID3_Orange,ID3_Orange,ID3_Orange(circ x1.5 moderate | alt chr14L[3] + chr14L[3-4])	chr12L1|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7302	28	b2582384-0d6c-40f3-94be-b50c32a92d11	7302_day3_with_selection	SRR33298450.316243	chr5R	6	ID1,ID2,ID2,ID2,ID2,ID2	N	chr5R	6.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[3-7]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr5R1|chr4R1,2,3,6|chr4R1,2,3,6|chr4R5|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6	chr4R	donor_transfer	chr4R	False
7172	28	b2ace137-a409-48ce-802e-d8c50b18cb28	7172_day3_with_selection	SRR33298430.29783	chr11R	2	ID2,ID5	N	chr11R	2.0	ID5_Blue-Dark,ID2_Red	Y' Gain	chr16L[1-2]:ID5_Blue-Dark,ID2_Red	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr14L	subtelomere_switch	chr16L	False
7172	33	b626a068-fb52-461d-b6a4-71b95a15cd9c	7172_day4_with_selection_repeat	SRR33298428.61690	chr7R	3	ID4,ID2,ID5	Y	chr7R	3.0	ID5_Blue-Dark,ID2_Red,ID4_Green-Light	Y' Gain	chr12R|chr14L|chr4R:ID2_Red > chr2L|chr6L:ID4_Green-Light	chr16L1|chr4R1,2,6;chr16L2|chr6L1	ambiguous	unmatched_array	chr12R|chr14L|chr4R > chr2L|chr6L	True
7172	28	b8d00a01-2583-43d3-99c5-0b2176af72ea	7172_day3_with_selection	SRR33298430.363130	chr12R	12	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr12R	12.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[4-7]:ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr12R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr12R6,8|chr12R7|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7	chr12R	tandem_amplification_same_end	chr12R	False
7302	28	b98482db-efee-4195-adb7-9824bd1d51d1	7302_day3_with_selection	SRR33298450.270057	chr2R	4	ID8,ID7,ID8,ID7	N	chr2R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	33	bae0e3a7-7f64-42cc-8fdd-8c66c4cf6a48	7302_day4_with_selection	SRR33298449.445000	chr15R	4	ID2,ID2,ID2,ID2	N	chr15R	4.0	ID2_Red-Dark,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr15R1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7172	28	bb2d6778-dcc4-4405-b59a-45b155564c0f	7172_day3_with_selection	SRR33298430.264863	chr9R	7	ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr9R	7.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr4R[3-5]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x2.3 moderate | alt chr4R[4-7] + chr4R[5-7])	chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr4R	donor_transfer	chr4R	False
7302	28	bb2e4ebb-3eae-4935-ace9-752b711dc5df	7302_day3_with_selection	SRR33298450.470052	chr14L	7	ID2,ID3,ID3,ID3,ID3,ID2,ID5	Y	chr14L	7.0	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID2_Red-Dark	1st Y' Change	chr16L|chr7R:ID5_Blue-Dark > self[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange > self[3]:ID3_Orange > chr15R[1]:ID2_Red-Dark	chr16L1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr15R1	chr14L	tandem_amplification_same_end	chr16L|chr7R > chr14L > chr15R	True
7172	33	bc0c954e-ff53-4138-ada5-e3350db3d9bc	7172_day4_with_selection_repeat	SRR33298428.124203	chr16R	8	ID1,ID1,ID2,ID2,ID2,ID2,ID2,ID2	N	chr16R	4.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr4R[5-7]:ID2_Red,ID2_Red,ID2_Red	chr16R1|chr4R5|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr4R	donor_transfer	chr4R	False
7172	33	bc34f2d2-23b3-4ce8-8a86-39b363e0f149	7172_day4_with_selection_repeat	SRR33298428.367304	chr11L	3	ID2,ID2,ID2	N	chr11L	3.0	ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[6-8]:ID2_Red,ID2_Red,ID2_Red	chr12R6,8|chr12R7|chr12R6,8	chr4R	subtelomere_switch	chr12R	False
7302	33	bcb74884-fc9c-4949-8e6e-0c75d39858c8	7302_day4_with_selection	SRR33298449.353376	chr8L	6	ID3,ID3,ID3,ID2,ID5,ID1	N	chr8L	6.0	ID1_Gray,ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[1-5]:ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange	chr8L1|chr14L1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7172	33	bce64fae-8bcb-4581-b316-902f4b63f3ff	7172_day4_with_selection	SRR33298429.122872	chr13L	5	ID1,ID2,ID2,ID2,ID2	N										
7172	33	bcea63a3-01df-4f49-bb12-0c7b4c7fd69f	7172_day4_with_selection	SRR33298429.628449	chr5R	3	ID3,ID3,ID1	N	chr5R	2.0	ID1_Gray,ID3_Orange	Y' Gain	chr14L[3]:ID3_Orange	chr5R1|chr14L3	chr14L	donor_transfer	chr14L	False
7172	33	bda943c2-2333-456a-af95-f20f33dfe0e8	7172_day4_with_selection_repeat	SRR33298428.304367	chr15L	6	ID2,ID2,ID2,ID2,ID2,ID1	N	chr15L	6.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[1-6]:ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr12R1|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer	chr12R	False
7172	33	be1c0445-e1d9-4673-acce-15cb75b463a5	7172_day4_with_selection_repeat	SRR33298428.267866	chr5R	3	ID4,ID2,ID1	Y	chr5R	3.0	ID1_Gray,ID2_Red,ID4_Green-Light	Y' Gain	chr12R|chr14L|chr4R:ID2_Red > chr2L|chr6L:ID4_Green-Light	chr5R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr2L1	ambiguous	unmatched_array	chr12R|chr14L|chr4R > chr2L|chr6L	True
7302	33	be9a1bd6-ea8d-45ce-a804-809fd9804947	7302_day4_with_selection	SRR33298449.307474	chr5L	3	ID6,ID3,ID3	N	chr5L	3.0	ID6_Purple-Light,ID3_Orange,ID3_Orange	Y' Gain	chr14L[3-4]:ID3_Orange,ID3_Orange	chr5L1|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7302	28	bef6979a-ec99-49fb-a509-26d7b79972ac	7302_day3_with_selection	SRR33298450.292554	chr11R	4	ID8,ID7,ID8,ID7	N	chr11R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7172	28	bfadba41-f316-4796-8906-f4f702f230d0	7172_day3_with_selection	SRR33298430.312565	chr10R	3	ID3,ID2,ID5	N	chr10R	3.0	ID5_Blue-Dark,ID2_Red,ID3_Orange	Y' Gain	chr7R?[1]:ID5_Blue-Dark > chr14L[2-3]:ID2_Red,ID3_Orange	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr16L	donor_transfer	chr7R > chr14L	True
7172	28	bfcd9fff-4e51-4cab-86a7-8c2473cade2a	7172_day3_with_selection	SRR33298430.312532	chr5R	5	ID2,ID2,ID2,ID2,ID1	N	chr5R	5.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[5-8]:ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr5R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7|chr12R6,8	chr12R	donor_transfer	chr12R	False
7302	28	bfdecce2-a911-4ffe-9959-533b09dadb58	7302_day3_with_selection	SRR33298450.204773	chr15L	2	ID8,ID7	N	chr15L	2.0	ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-2]:ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4	chr13L	subtelomere_switch	chr13L	False
7302	33	c0a64a6e-ba50-4a03-bcc2-5a2b3603785e	7302_day4_with_selection	SRR33298449.261135	chr11L	2	ID7,ID8	N	chr11L	2.0	ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1]:ID7_Yellow > chr12R|chr13L|chr14L|chr4R:ID2_Red-Light	chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	28	c1f755e2-e76d-4410-8cb9-0e203296b036	7302_day3_with_selection	SRR33298450.116767	chr8R	5	ID3,ID3,ID3,ID2,ID1	N	chr8R	5.0	ID1_Gray,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange	chr8R1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7302	28	c2739873-49c2-45b7-bdbe-a71a4171313c	7302_day3_with_selection	SRR33298450.522778	chr15R	3	ID2,ID2,ID2	N	chr15R	3.0	ID2_Red-Dark,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[1-2]:ID2_Red-Light,ID2_Red-Light	chr15R1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6	chr4R	donor_transfer	chr4R	False
7172	33	c3dd4be4-41c0-4026-bf59-76132bdef4bc	7172_day4_with_selection_repeat	SRR33298428.62770	chr6L	3	ID1,ID2,ID2	N	chr6L	3.0	ID1_Gray,ID2_Red,ID2_Red	1st Y' Change	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1_Gray > chr12R|chr4R:ID2_Red,ID2_Red	chr5R1|chr4R5|chr15R1	chr5R	subtelomere_switch	chr12R	False
7302	33	c3e6dbcc-4a84-4765-b775-4887c29158da	7302_day4_with_selection	SRR33298449.24762	chr15R	3	ID2,ID2,ID2	N	chr15R	3.0	ID2_Red-Dark,ID2_Red-Dark,ID2_Red-Light	Y' Gain	self[1]:ID2_Red-Dark > chr12R|chr13L|chr14L|chr4R:ID2_Red-Light	chr15R1|chr15R1|chr12R6	chr4	unmatched_array	chr15R > chr12R|chr13L|chr14L|chr4R	True
7172	33	c71199e9-7367-4d8a-8423-9a583e16282f	7172_day4_with_selection	SRR33298429.709389	chr5L	5	ID3,ID2,ID3,ID2,ID6	N	chr5L	5.0	ID6_Purple-Light,ID2_Red,ID3_Orange,ID2_Red,ID3_Orange	Y' Gain	chr14L[2-3]:ID2_Red,ID3_Orange,ID2_Red,ID3_Orange(circ x2.0 strong)	chr5L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr14L	donor_transfer	chr14L	False
7172	33	c78c49e0-c9ec-4ee8-bec8-0814b0e6acd1	7172_day4_with_selection	SRR33298429.146727	chr4R	12	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	12.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[3-6]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x1.2 moderate | alt chr4R[1] + chr4R[4-7])	chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2	chr4R	tandem_amplification_same_end	chr4R	False
7302	28	c7ab32a0-24be-4cb4-9777-98333493dfdd	7302_day3_with_selection	SRR33298450.6056	chr10R	3	ID7,ID8,ID7	N	chr10R	3.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow	Y' Gain	chr13L[1-3]:ID7_Yellow,ID2_Red-Light,ID7_Yellow	chr13L3|chr13L4|chr13L3	chr13L	donor_transfer	chr13L	False
